original_text,encrypted_text,key,cipher_type
the quick brown fox jumps over the lazy dog,esp bftnv mczhy qzi ufxad zgpc esp wlkj ozr,11,caesar
machine learning can be applied to cryptanalysis,rfhmnsj qjfwsnsl hfs gj fuuqnji yt hwduyfsfqdxnx,5,caesar
modern cryptography uses complex mathematical algorithms,tvklyu jyfwavnyhwof bzlz jvtwsle thaolthapjhs hsnvypaotz,7,caesar
hello world this is a test message,gdkkn vnqkc sghr hr z sdrs ldrrzfd,25,caesar
breaking ciphers requires understanding patterns,iylhrpun jpwolyz ylxbpylz buklyzahukpun whaalyuz,7,caesar
modern cryptography uses complex mathematical algorithms,tvklyu jyfwavnyhwof bzlz jvtwsle thaolthapjhs hsnvypaotz,7,caesar
machine learning can be applied to cryptanalysis,xlnstyp wplcytyr nly mp laawtpo ez ncjaelylwjdtd,11,caesar
cryptography is the practice of secure communication,wlsjnialujbs cm nby jluwncwy iz mywoly wiggohcwuncih,20,caesar
the quick brown fox jumps over the lazy dog,cqn zdrlt kaxfw oxg sdvyb xena cqn ujih mxp,9,caesar
cryptography is the practice of secure communication,hwduytlwfumd nx ymj uwfhynhj tk xjhzwj htrrzsnhfynts,5,caesar
breaking ciphers requires understanding patterns,kanjtrwp lryqnab anzdranb dwmnabcjwmrwp yjccnawb,9,caesar
cryptography is the practice of secure communication,gvctxskvetlc mw xli tvegxmgi sj wigyvi gsqqyrmgexmsr,4,caesar
the quick brown fox jumps over the lazy dog,ymj vznhp gwtbs ktc ozrux tajw ymj qfed itl,5,caesar
the quick brown fox jumps over the lazy dog,ftq cguow ndaiz raj vgybe ahqd ftq xmlk pas,12,caesar
machine learning can be applied to cryptanalysis,ftvabgx extkgbgz vtg ux tiiebxw mh vkrimtgterlbl,19,caesar
the caesar cipher is one of the oldest encryption methods,uif dbftbs djqifs jt pof pg uif pmeftu fodszqujpo nfuipet,1,caesar
cryptography is the practice of secure communication,lahycxpajyqh rb cqn yajlcrln xo bnldan lxvvdwrljcrxw,9,caesar
the quick brown fox jumps over the lazy dog,ymj vznhp gwtbs ktc ozrux tajw ymj qfed itl,5,caesar
substitution ciphers replace each letter with another,jlsjkzklkzfe tzgyvij ivgcrtv vrty cvkkvi nzky refkyvi,17,caesar
hello world this is a test message,fcjjm umpjb rfgq gq y rcqr kcqqyec,24,caesar
hello world this is a test message,xubbe mehbt jxyi yi q juij cuiiqwu,16,caesar
vigenere cipher uses a keyword for encryption,uhfdmdqd bhogdq trdr z jdxvnqc enq dmbqxoshnm,25,caesar
the caesar cipher is one of the oldest encryption methods,kyv trvjri tzgyvi zj fev fw kyv fcuvjk vetipgkzfe dvkyfuj,17,caesar
modern cryptography uses complex mathematical algorithms,qshivr gvctxskvetlc ywiw gsqtpib qexliqexmgep epksvmxlqw,4,caesar
vigenere cipher uses a keyword for encryption,mzxveviv tzgyvi ljvj r bvpnfiu wfi vetipgkzfe,17,caesar
machine learning can be applied to cryptanalysis,guwbchy fyulhcha wuh vy ujjfcyx ni wlsjnuhufsmcm,20,caesar
the quick brown fox jumps over the lazy dog,rfc osgai zpmul dmv hsknq mtcp rfc jyxw bme,24,caesar
breaking ciphers requires understanding patterns,lbokusxq mszrobc boaesboc exnobcdkxnsxq zkddobxc,10,caesar
vigenere cipher uses a keyword for encryption,qdbzizmz xdkczm pnzn v fztrjmy ajm zixmtkodji,21,caesar
the quick brown fox jumps over the lazy dog,vjg swkem dtqyp hqz lworu qxgt vjg ncba fqi,2,caesar
vigenere cipher uses a keyword for encryption,ivtrarer pvcure hfrf n xrljbeq sbe rapelcgvba,13,caesar
substitution ciphers replace each letter with another,oqxopepqpekj yeldano nalhwya awyd happan sepd wjkpdan,22,caesar
hello world this is a test message,xubbe mehbt jxyi yi q juij cuiiqwu,16,caesar
vigenere cipher uses a keyword for encryption,yljhqhuh flskhu xvhv d nhbzrug iru hqfubswlrq,3,caesar
hello world this is a test message,spwwz hzcwo estd td l epde xpddlrp,11,caesar
modern cryptography uses complex mathematical algorithms,rtijws hwduytlwfumd zxjx htruqjc rfymjrfynhfq fqltwnymrx,5,caesar
hello world this is a test message,mjqqt btwqi ymnx nx f yjxy rjxxflj,5,caesar
frequency analysis is a powerful cryptanalytic technique,zlykoyhws uhufsmcm cm u jiqylzof wlsjnuhufsncw nywbhckoy,20,caesar
modern cryptography uses complex mathematical algorithms,egvwjf ujqhlgyjshzq mkwk ugehdwp eslzweslausd sdygjalzek,18,caesar
the caesar cipher is one of the oldest encryption methods,gur pnrfne pvcure vf bar bs gur byqrfg rapelcgvba zrgubqf,13,caesar
modern cryptography uses complex mathematical algorithms,dfuvie tipgkfxirgyp ljvj tfdgcvo drkyvdrkztrc rcxfizkydj,17,caesar
frequency analysis is a powerful cryptanalytic technique,ugtfjtcrn pcpanhxh xh p edltguja rgneipcpanixr itrwcxfjt,15,caesar
breaking ciphers requires understanding patterns,vlyuecha wcjbylm lykoclym ohxylmnuhxcha junnylhm,20,caesar
substitution ciphers replace each letter with another,wyfwxmxyxmsr gmtlivw vitpegi iegl pixxiv amxl ersxliv,4,caesar
hello world this is a test message,czggj rjmgy ocdn dn v ozno hznnvbz,21,caesar
breaking ciphers requires understanding patterns,zpcyigle agnfcpq pcosgpcq slbcpqrylbgle nyrrcplq,24,caesar
machine learning can be applied to cryptanalysis,aoqvwbs zsofbwbu qob ps oddzwsr hc qfmdhobozmgwg,14,caesar
vigenere cipher uses a keyword for encryption,dqomvmzm kqxpmz cama i smgewzl nwz mvkzgxbqwv,8,caesar
substitution ciphers replace each letter with another,dfmdetefetzy ntaspcd cpawlnp plns wpeepc htes lyzespc,11,caesar
vigenere cipher uses a keyword for encryption,ivtrarer pvcure hfrf n xrljbeq sbe rapelcgvba,13,caesar
substitution ciphers replace each letter with another,qszqrgrsrgml agnfcpq pcnjyac cyaf jcrrcp ugrf ylmrfcp,24,caesar
hello world this is a test message,spwwz hzcwo estd td l epde xpddlrp,11,caesar
substitution ciphers replace each letter with another,dfmdetefetzy ntaspcd cpawlnp plns wpeepc htes lyzespc,11,caesar
frequency analysis is a powerful cryptanalytic technique,rdqcgqzok mzmxkeue ue m baiqdrgx odkbfmzmxkfuo fqotzucgq,12,caesar
cryptography is the practice of secure communication,ynulpkcnwldu eo pda lnwypeya kb oayqna ykiiqjeywpekj,22,caesar
vigenere cipher uses a keyword for encryption,yljhqhuh flskhu xvhv d nhbzrug iru hqfubswlrq,3,caesar
hello world this is a test message,khoor zruog wklv lv d whvw phvvdjh,3,caesar
hello world this is a test message,vszzc kcfzr hvwg wg o hsgh asggous,14,caesar
hello world this is a test message,fcjjm umpjb rfgq gq y rcqr kcqqyec,24,caesar
the caesar cipher is one of the oldest encryption methods,ymj hfjxfw hnumjw nx tsj tk ymj tqijxy jshwduynts rjymtix,5,caesar
breaking ciphers requires understanding patterns,dtgcmkpi ekrjgtu tgswktgu wpfgtuvcpfkpi rcvvgtpu,2,caesar
modern cryptography uses complex mathematical algorithms,egvwjf ujqhlgyjshzq mkwk ugehdwp eslzweslausd sdygjalzek,18,caesar
breaking ciphers requires understanding patterns,mcplvtyr ntaspcd cpbftcpd fyopcdelyotyr aleepcyd,11,caesar
hello world this is a test message,vszzc kcfzr hvwg wg o hsgh asggous,14,caesar
the caesar cipher is one of the oldest encryption methods,pda ywaown yeldan eo kja kb pda khzaop ajynulpekj iapdkzo,22,caesar
substitution ciphers replace each letter with another,qszqrgrsrgml agnfcpq pcnjyac cyaf jcrrcp ugrf ylmrfcp,24,caesar
the quick brown fox jumps over the lazy dog,dro aesmu lbygx pyh tewzc yfob dro vkji nyq,10,caesar
modern cryptography uses complex mathematical algorithms,wynobx mbizdyqbkzri ecoc mywzvoh wkdrowkdsmkv kvqybsdrwc,10,caesar
the caesar cipher is one of the oldest encryption methods,xli geiwev gmtliv mw sri sj xli sphiwx irgvctxmsr qixlshw,4,caesar
modern cryptography uses complex mathematical algorithms,dfuvie tipgkfxirgyp ljvj tfdgcvo drkyvdrkztrc rcxfizkydj,17,caesar
machine learning can be applied to cryptanalysis,rfhmnsj qjfwsnsl hfs gj fuuqnji yt hwduyfsfqdxnx,5,caesar
vigenere cipher uses a keyword for encryption,dqomvmzm kqxpmz cama i smgewzl nwz mvkzgxbqwv,8,caesar
hello world this is a test message,tqxxa iadxp ftue ue m fqef yqeemsq,12,caesar
breaking ciphers requires understanding patterns,ndqmwuzs oubtqde dqcgudqe gzpqdefmzpuzs bmffqdze,12,caesar
hello world this is a test message,gdkkn vnqkc sghr hr z sdrs ldrrzfd,25,caesar
frequency analysis is a powerful cryptanalytic technique,ykxjnxgvr tgterlbl bl t ihpxkyne vkrimtgtermbv mxvagbjnx,19,caesar
machine learning can be applied to cryptanalysis,aoqvwbs zsofbwbu qob ps oddzwsr hc qfmdhobozmgwg,14,caesar
breaking ciphers requires understanding patterns,aqdzjhmf bhogdqr qdpthqdr tmcdqrszmchmf ozssdqmr,25,caesar
modern cryptography uses complex mathematical algorithms,gixylh wlsjnialujbs omym wigjfyr gunbyguncwuf ufailcnbgm,20,caesar
breaking ciphers requires understanding patterns,csfbljoh djqifst sfrvjsft voefstuboejoh qbuufsot,1,caesar
modern cryptography uses complex mathematical algorithms,ikzanj ynulpkcnwldu qoao ykilhat iwpdaiwpeywh whcknepdio,22,caesar
frequency analysis is a powerful cryptanalytic technique,gsfrvfodz bobmztjt jt b qpxfsgvm dszqubobmzujd ufdiojrvf,1,caesar
cryptography is the practice of secure communication,lahycxpajyqh rb cqn yajlcrln xo bnldan lxvvdwrljcrxw,9,caesar
frequency analysis is a powerful cryptanalytic technique,qcpbfpynj lylwjdtd td l azhpcqfw ncjaelylwjetn epnsytbfp,11,caesar
the caesar cipher is one of the oldest encryption methods,uif dbftbs djqifs jt pof pg uif pmeftu fodszqujpo nfuipet,1,caesar
cryptography is the practice of secure communication,hwduytlwfumd nx ymj uwfhynhj tk xjhzwj htrrzsnhfynts,5,caesar
modern cryptography uses complex mathematical algorithms,ikzanj ynulpkcnwldu qoao ykilhat iwpdaiwpeywh whcknepdio,22,caesar
substitution ciphers replace each letter with another,vxevwlwxwlrq flskhuv uhsodfh hdfk ohwwhu zlwk dqrwkhu,3,caesar
cryptography is the practice of secure communication,apwnrmepynfw gq rfc npyargac md qcaspc amkkslgayrgml,24,caesar
the quick brown fox jumps over the lazy dog,wkh txlfn eurzq ira mxpsv ryhu wkh odcb grj,3,caesar
breaking ciphers requires understanding patterns,iylhrpun jpwolyz ylxbpylz buklyzahukpun whaalyuz,7,caesar
substitution ciphers replace each letter with another,gipghwhihwcb qwdvsfg fsdzoqs soqv zshhsf kwhv obchvsf,14,caesar
vigenere cipher uses a keyword for encryption,gtrpypcp ntaspc fdpd l vpjhzco qzc pyncjaetzy,11,caesar
cryptography is the practice of secure communication,odkbfasdmbtk ue ftq bdmofuoq ar eqogdq oayygzuomfuaz,12,caesar
frequency analysis is a powerful cryptanalytic technique,dpcosclaw ylyjwqgq gq y nmucpdsj apwnrylyjwrga rcaflgosc,24,caesar
the caesar cipher is one of the oldest encryption methods,sgd bzdrzq bhogdq hr nmd ne sgd nkcdrs dmbqxoshnm ldsgncr,25,caesar
modern cryptography uses complex mathematical algorithms,gixylh wlsjnialujbs omym wigjfyr gunbyguncwuf ufailcnbgm,20,caesar
hello world this is a test message,jgnnq yqtnf vjku ku c vguv oguucig,2,caesar
cryptography is the practice of secure communication,ixevzumxgvne oy znk vxgizoik ul ykiaxk iussatoigzout,6,caesar
modern cryptography uses complex mathematical algorithms,oqfgtp etarvqitcrja wugu eqorngz ocvjgocvkecn cniqtkvjou,2,caesar
hello world this is a test message,qnuux fxaum cqrb rb j cnbc vnbbjpn,9,caesar
vigenere cipher uses a keyword for encryption,recajana yeldan qoao w gausknz bkn ajynulpekj,22,caesar
substitution ciphers replace each letter with another,ikrijyjkjyed syfxuhi hufbqsu uqsx bujjuh myjx qdejxuh,16,caesar
modern cryptography uses complex mathematical algorithms,bdstgc rgneidvgpewn jhth rdbeatm bpiwtbpixrpa pavdgxiwbh,15,caesar
substitution ciphers replace each letter with another,bdkbcrcdcrxw lryqnab anyujln njlq unccna frcq jwxcqna,9,caesar
machine learning can be applied to cryptanalysis,lzbghmd kdzqmhmf bzm ad zookhdc sn bqxoszmzkxrhr,25,caesar
breaking ciphers requires understanding patterns,fvieomrk gmtlivw viuymviw yrhivwxerhmrk texxivrw,4,caesar
the caesar cipher is one of the oldest encryption methods,hvs qosgof qwdvsf wg cbs ct hvs czrsgh sbqfmdhwcb ashvcrg,14,caesar
hello world this is a test message,rovvy gybvn drsc sc k docd wocckqo,10,caesar
modern cryptography uses complex mathematical algorithms,cetuhd shofjewhqfxo kiui secfbun cqjxucqjysqb qbwehyjxci,16,caesar
breaking ciphers requires understanding patterns,xnawgejc yeldano namqenao qjzanopwjzejc lwppanjo,22,caesar
frequency analysis is a powerful cryptanalytic technique,htgswgpea cpcnauku ku c rqygthwn etarvcpcnavke vgejpkswg,2,caesar
machine learning can be applied to cryptanalysis,znpuvar yrneavat pna or nccyvrq gb pelcgnanylfvf,13,caesar
modern cryptography uses complex mathematical algorithms,oqfgtp etarvqitcrja wugu eqorngz ocvjgocvkecn cniqtkvjou,2,caesar
the quick brown fox jumps over the lazy dog,aol xbpjr iyvdu mve qbtwz vcly aol shgf kvn,7,caesar
frequency analysis is a powerful cryptanalytic technique,mylxblujf huhsfzpz pz h wvdlymbs jyfwahuhsfapj aljoupxbl,7,caesar
cryptography is the practice of secure communication,bqxosnfqzogx hr sgd oqzbshbd ne rdbtqd bnlltmhbzshnm,25,caesar
frequency analysis is a powerful cryptanalytic technique,pboaeoxmi kxkvicsc sc k zygobpev mbizdkxkvidsm domrxsaeo,10,caesar
the caesar cipher is one of the oldest encryption methods,xli geiwev gmtliv mw sri sj xli sphiwx irgvctxmsr qixlshw,4,caesar
the quick brown fox jumps over the lazy dog,jxu gkysa rhemd ven zkcfi eluh jxu bqpo tew,16,caesar
substitution ciphers replace each letter with another,yahyzozazout iovnkxy xkvrgik kgin rkzzkx cozn gtuznkx,6,caesar
cryptography is the practice of secure communication,pelcgbtencul vf gur cenpgvpr bs frpher pbzzhavpngvba,13,caesar
breaking ciphers requires understanding patterns,yobxhfkd zfmebop obnrfobp rkabopqxkafkd mxqqbokp,23,caesar
machine learning can be applied to cryptanalysis,drtyzev cvriezex tre sv rggczvu kf tipgkrercpjzj,17,caesar
breaking ciphers requires understanding patterns,xnawgejc yeldano namqenao qjzanopwjzejc lwppanjo,22,caesar
the caesar cipher is one of the oldest encryption methods,wkh fdhvdu flskhu lv rqh ri wkh roghvw hqfubswlrq phwkrgv,3,caesar
substitution ciphers replace each letter with another,qszqrgrsrgml agnfcpq pcnjyac cyaf jcrrcp ugrf ylmrfcp,24,caesar
the quick brown fox jumps over the lazy dog,hvs eiwqy pfckb tcl xiadg cjsf hvs zonm rcu,14,caesar
the quick brown fox jumps over the lazy dog,iwt fjxrz qgdlc udm yjbeh dktg iwt apon sdv,15,caesar
hello world this is a test message,spwwz hzcwo estd td l epde xpddlrp,11,caesar
modern cryptography uses complex mathematical algorithms,acrsfb qfmdhcufodvm igsg qcadzsl aohvsaohwqoz ozucfwhvag,14,caesar
modern cryptography uses complex mathematical algorithms,zbqrea pelcgbtencul hfrf pbzcyrk zngurzngvpny nytbevguzf,13,caesar
substitution ciphers replace each letter with another,celcdsdedsyx mszrobc bozvkmo okmr voddob gsdr kxydrob,10,caesar
hello world this is a test message,uryyb jbeyq guvf vf n grfg zrffntr,13,caesar
the quick brown fox jumps over the lazy dog,esp bftnv mczhy qzi ufxad zgpc esp wlkj ozr,11,caesar
cryptography is the practice of secure communication,wlsjnialujbs cm nby jluwncwy iz mywoly wiggohcwuncih,20,caesar
vigenere cipher uses a keyword for encryption,sfdbkbob zfmebo rpbp x hbvtloa clo bkzovmqflk,23,caesar
the caesar cipher is one of the oldest encryption methods,wkh fdhvdu flskhu lv rqh ri wkh roghvw hqfubswlrq phwkrgv,3,caesar
substitution ciphers replace each letter with another,wyfwxmxyxmsr gmtlivw vitpegi iegl pixxiv amxl ersxliv,4,caesar
machine learning can be applied to cryptanalysis,aoqvwbs zsofbwbu qob ps oddzwsr hc qfmdhobozmgwg,14,caesar
modern cryptography uses complex mathematical algorithms,zbqrea pelcgbtencul hfrf pbzcyrk zngurzngvpny nytbevguzf,13,caesar
breaking ciphers requires understanding patterns,euhdnlqj flskhuv uhtxluhv xqghuvwdqglqj sdwwhuqv,3,caesar
substitution ciphers replace each letter with another,celcdsdedsyx mszrobc bozvkmo okmr voddob gsdr kxydrob,10,caesar
the caesar cipher is one of the oldest encryption methods,bpm kimaiz kqxpmz qa wvm wn bpm wtlmab mvkzgxbqwv umbpwla,8,caesar
the caesar cipher is one of the oldest encryption methods,sgd bzdrzq bhogdq hr nmd ne sgd nkcdrs dmbqxoshnm ldsgncr,25,caesar
cryptography is the practice of secure communication,fubswrjudskb lv wkh sudfwlfh ri vhfxuh frppxqlfdwlrq,3,caesar
breaking ciphers requires understanding patterns,wmzvfdib xdkczmn mzlpdmzn piyzmnoviydib kvoozmin,21,caesar
hello world this is a test message,yvccf nficu kyzj zj r kvjk dvjjrxv,17,caesar
breaking ciphers requires understanding patterns,iylhrpun jpwolyz ylxbpylz buklyzahukpun whaalyuz,7,caesar
the caesar cipher is one of the oldest encryption methods,ftq omqemd oubtqd ue azq ar ftq axpqef qzodkbfuaz yqftape,12,caesar
cryptography is the practice of secure communication,kzgxbwozixpg qa bpm xzikbqkm wn amkczm kwuucvqkibqwv,8,caesar
hello world this is a test message,mjqqt btwqi ymnx nx f yjxy rjxxflj,5,caesar
frequency analysis is a powerful cryptanalytic technique,mylxblujf huhsfzpz pz h wvdlymbs jyfwahuhsfapj aljoupxbl,7,caesar
cryptography is the practice of secure communication,wlsjnialujbs cm nby jluwncwy iz mywoly wiggohcwuncih,20,caesar
cryptography is the practice of secure communication,bqxosnfqzogx hr sgd oqzbshbd ne rdbtqd bnlltmhbzshnm,25,caesar
hello world this is a test message,nkrru cuxrj znoy oy g zkyz skyygmk,6,caesar
vigenere cipher uses a keyword for encryption,kxvtctgt rxewtg jhth p ztnldgs udg tcrgneixdc,15,caesar
modern cryptography uses complex mathematical algorithms,lncdqm bqxosnfqzogx trdr bnlokdw lzsgdlzshbzk zkfnqhsglr,25,caesar
modern cryptography uses complex mathematical algorithms,bdstgc rgneidvgpewn jhth rdbeatm bpiwtbpixrpa pavdgxiwbh,15,caesar
modern cryptography uses complex mathematical algorithms,hjyzmi xmtkojbmvkct pnzn xjhkgzs hvoczhvodxvg vgbjmdochn,21,caesar
modern cryptography uses complex mathematical algorithms,xzopcy ncjaezrclasj fdpd nzxawpi xlespxletnlw lwrzctesxd,11,caesar
the caesar cipher is one of the oldest encryption methods,ymj hfjxfw hnumjw nx tsj tk ymj tqijxy jshwduynts rjymtix,5,caesar
vigenere cipher uses a keyword for encryption,yljhqhuh flskhu xvhv d nhbzrug iru hqfubswlrq,3,caesar
vigenere cipher uses a keyword for encryption,kxvtctgt rxewtg jhth p ztnldgs udg tcrgneixdc,15,caesar
frequency analysis is a powerful cryptanalytic technique,oanzdnwlh jwjuhbrb rb j yxfnaodu lahycjwjuhcrl cnlqwrzdn,9,caesar
modern cryptography uses complex mathematical algorithms,oqfgtp etarvqitcrja wugu eqorngz ocvjgocvkecn cniqtkvjou,2,caesar
the caesar cipher is one of the oldest encryption methods,kyv trvjri tzgyvi zj fev fw kyv fcuvjk vetipgkzfe dvkyfuj,17,caesar
hello world this is a test message,rovvy gybvn drsc sc k docd wocckqo,10,caesar
vigenere cipher uses a keyword for encryption,kxvtctgt rxewtg jhth p ztnldgs udg tcrgneixdc,15,caesar
the quick brown fox jumps over the lazy dog,vjg swkem dtqyp hqz lworu qxgt vjg ncba fqi,2,caesar
the caesar cipher is one of the oldest encryption methods,dro mkockb mszrob sc yxo yp dro yvnocd oxmbizdsyx wodrync,10,caesar
hello world this is a test message,czggj rjmgy ocdn dn v ozno hznnvbz,21,caesar
hello world this is a test message,byffi qilfx nbcm cm u nymn gymmuay,20,caesar
modern cryptography uses complex mathematical algorithms,dfuvie tipgkfxirgyp ljvj tfdgcvo drkyvdrkztrc rcxfizkydj,17,caesar
substitution ciphers replace each letter with another,hjqhixijixdc rxewtgh gteaprt tprw atiitg lxiw pcdiwtg,15,caesar
modern cryptography uses complex mathematical algorithms,egvwjf ujqhlgyjshzq mkwk ugehdwp eslzweslausd sdygjalzek,18,caesar
the quick brown fox jumps over the lazy dog,iwt fjxrz qgdlc udm yjbeh dktg iwt apon sdv,15,caesar
modern cryptography uses complex mathematical algorithms,hjyzmi xmtkojbmvkct pnzn xjhkgzs hvoczhvodxvg vgbjmdochn,21,caesar
machine learning can be applied to cryptanalysis,xlnstyp wplcytyr nly mp laawtpo ez ncjaelylwjdtd,11,caesar
modern cryptography uses complex mathematical algorithms,cetuhd shofjewhqfxo kiui secfbun cqjxucqjysqb qbwehyjxci,16,caesar
breaking ciphers requires understanding patterns,gwjfpnsl hnumjwx wjvznwjx zsijwxyfsinsl ufyyjwsx,5,caesar
the quick brown fox jumps over the lazy dog,iwt fjxrz qgdlc udm yjbeh dktg iwt apon sdv,15,caesar
hello world this is a test message,spwwz hzcwo estd td l epde xpddlrp,11,caesar
hello world this is a test message,yvccf nficu kyzj zj r kvjk dvjjrxv,17,caesar
cryptography is the practice of secure communication,etarvqitcrja ku vjg rtcevkeg qh ugewtg eqoowpkecvkqp,2,caesar
machine learning can be applied to cryptanalysis,jxzefkb ibxokfkd zxk yb xmmifba ql zovmqxkxivpfp,23,caesar
vigenere cipher uses a keyword for encryption,kxvtctgt rxewtg jhth p ztnldgs udg tcrgneixdc,15,caesar
breaking ciphers requires understanding patterns,sivrbzex tzgyvij ivhlzivj leuvijkreuzex grkkviej,17,caesar
modern cryptography uses complex mathematical algorithms,sujkxt ixevzumxgvne ayky iusvrkd sgznksgzoigr grmuxoznsy,6,caesar
the caesar cipher is one of the oldest encryption methods,ftq omqemd oubtqd ue azq ar ftq axpqef qzodkbfuaz yqftape,12,caesar
frequency analysis is a powerful cryptanalytic technique,serdhrapl nanylfvf vf n cbjreshy pelcgnanylgvp grpuavdhr,13,caesar
substitution ciphers replace each letter with another,rtarshstshnm bhogdqr qdokzbd dzbg kdssdq vhsg zmnsgdq,25,caesar
the caesar cipher is one of the oldest encryption methods,pda ywaown yeldan eo kja kb pda khzaop ajynulpekj iapdkzo,22,caesar
modern cryptography uses complex mathematical algorithms,oqfgtp etarvqitcrja wugu eqorngz ocvjgocvkecn cniqtkvjou,2,caesar
the caesar cipher is one of the oldest encryption methods,wkh fdhvdu flskhu lv rqh ri wkh roghvw hqfubswlrq phwkrgv,3,caesar
the caesar cipher is one of the oldest encryption methods,xli geiwev gmtliv mw sri sj xli sphiwx irgvctxmsr qixlshw,4,caesar
breaking ciphers requires understanding patterns,xnawgejc yeldano namqenao qjzanopwjzejc lwppanjo,22,caesar
substitution ciphers replace each letter with another,celcdsdedsyx mszrobc bozvkmo okmr voddob gsdr kxydrob,10,caesar
frequency analysis is a powerful cryptanalytic technique,dpcosclaw ylyjwqgq gq y nmucpdsj apwnrylyjwrga rcaflgosc,24,caesar
modern cryptography uses complex mathematical algorithms,rtijws hwduytlwfumd zxjx htruqjc rfymjrfynhfq fqltwnymrx,5,caesar
the caesar cipher is one of the oldest encryption methods,wkh fdhvdu flskhu lv rqh ri wkh roghvw hqfubswlrq phwkrgv,3,caesar
modern cryptography uses complex mathematical algorithms,ikzanj ynulpkcnwldu qoao ykilhat iwpdaiwpeywh whcknepdio,22,caesar
cryptography is the practice of secure communication,odkbfasdmbtk ue ftq bdmofuoq ar eqogdq oayygzuomfuaz,12,caesar
frequency analysis is a powerful cryptanalytic technique,amzlpzixt vivgtndn dn v kjrzmapg xmtkovivgtodx ozxcidlpz,21,caesar
substitution ciphers replace each letter with another,xzgxynyzynts hnumjwx wjuqfhj jfhm qjyyjw bnym fstymjw,5,caesar
modern cryptography uses complex mathematical algorithms,jlabok zovmqldoxmev rpbp zljmibu jxqebjxqfzxi xidlofqejp,23,caesar
hello world this is a test message,rovvy gybvn drsc sc k docd wocckqo,10,caesar
breaking ciphers requires understanding patterns,oernxvat pvcuref erdhverf haqrefgnaqvat cnggreaf,13,caesar
the caesar cipher is one of the oldest encryption methods,ymj hfjxfw hnumjw nx tsj tk ymj tqijxy jshwduynts rjymtix,5,caesar
breaking ciphers requires understanding patterns,euhdnlqj flskhuv uhtxluhv xqghuvwdqglqj sdwwhuqv,3,caesar
substitution ciphers replace each letter with another,jlsjkzklkzfe tzgyvij ivgcrtv vrty cvkkvi nzky refkyvi,17,caesar
the caesar cipher is one of the oldest encryption methods,uif dbftbs djqifs jt pof pg uif pmeftu fodszqujpo nfuipet,1,caesar
the caesar cipher is one of the oldest encryption methods,dro mkockb mszrob sc yxo yp dro yvnocd oxmbizdsyx wodrync,10,caesar
cryptography is the practice of secure communication,jyfwavnyhwof pz aol wyhjapjl vm zljbyl jvttbupjhapvu,7,caesar
the caesar cipher is one of the oldest encryption methods,sgd bzdrzq bhogdq hr nmd ne sgd nkcdrs dmbqxoshnm ldsgncr,25,caesar
vigenere cipher uses a keyword for encryption,cpnlulyl jpwoly bzlz h rlfdvyk mvy lujyfwapvu,7,caesar
machine learning can be applied to cryptanalysis,rfhmnsj qjfwsnsl hfs gj fuuqnji yt hwduyfsfqdxnx,5,caesar
cryptography is the practice of secure communication,fubswrjudskb lv wkh sudfwlfh ri vhfxuh frppxqlfdwlrq,3,caesar
frequency analysis is a powerful cryptanalytic technique,jviuyirgc erepcwmw mw e tsaivjyp gvctxerepcxmg xiglrmuyi,4,caesar
breaking ciphers requires understanding patterns,aqdzjhmf bhogdqr qdpthqdr tmcdqrszmchmf ozssdqmr,25,caesar
breaking ciphers requires understanding patterns,zpcyigle agnfcpq pcosgpcq slbcpqrylbgle nyrrcplq,24,caesar
breaking ciphers requires understanding patterns,dtgcmkpi ekrjgtu tgswktgu wpfgtuvcpfkpi rcvvgtpu,2,caesar
the caesar cipher is one of the oldest encryption methods,sgd bzdrzq bhogdq hr nmd ne sgd nkcdrs dmbqxoshnm ldsgncr,25,caesar
modern cryptography uses complex mathematical algorithms,rtijws hwduytlwfumd zxjx htruqjc rfymjrfynhfq fqltwnymrx,5,caesar
modern cryptography uses complex mathematical algorithms,zbqrea pelcgbtencul hfrf pbzcyrk zngurzngvpny nytbevguzf,13,caesar
cryptography is the practice of secure communication,ixevzumxgvne oy znk vxgizoik ul ykiaxk iussatoigzout,6,caesar
cryptography is the practice of secure communication,zovmqldoxmev fp qeb moxzqfzb lc pbzrob zljjrkfzxqflk,23,caesar
modern cryptography uses complex mathematical algorithms,sujkxt ixevzumxgvne ayky iusvrkd sgznksgzoigr grmuxoznsy,6,caesar
vigenere cipher uses a keyword for encryption,xkigpgtg ekrjgt wugu c mgayqtf hqt gpetarvkqp,2,caesar
substitution ciphers replace each letter with another,egnefufgfuaz oubtqde dqbxmoq qmot xqffqd iuft mzaftqd,12,caesar
machine learning can be applied to cryptanalysis,bprwxct atpgcxcv rpc qt peeaxts id rgneipcpanhxh,15,caesar
modern cryptography uses complex mathematical algorithms,wynobx mbizdyqbkzri ecoc mywzvoh wkdrowkdsmkv kvqybsdrwc,10,caesar
vigenere cipher uses a keyword for encryption,dqomvmzm kqxpmz cama i smgewzl nwz mvkzgxbqwv,8,caesar
breaking ciphers requires understanding patterns,jzmisqvo kqxpmza zmycqzma cvlmzabivlqvo xibbmzva,8,caesar
frequency analysis is a powerful cryptanalytic technique,vhugkudso qdqboiyi yi q femuhvkb shofjqdqbojys jusxdygku,16,caesar
